82221071;20
82221915;20
82221920;20
82221921;20
82221922;30
82223001;30
82223016;30
82223035;20
82223903;20
82223904;20
82223906;30
82223908;20
82223909;30
82224017;20
82224023;20
82224036;20
82224038;20
82224231;20
82225008;20
82225010;20
82225014;30
82225015;20
82225219;20
82226037;20
82226043;20
82226049;20
82226055;20
82229034;20
82229069;20
82229070;20
82229075;20
82221081;30
82221086;20
82223047;20
82225023;20
82226066;20
82226266;20
82227001;20
82228009;20
82229233;20
82229274;20
82225022;30
82221082;20
82223017;30
82223043;20
82223045;20
82223048;20
82224045;20
82225003;20
82225019;20
82225020;20
82225219;20
82226052;20
82228011;30
82229081;20
82223049;30
82223054;30
82224042;20
82225018;20
82226056;30
82226067;20
82228012;30
82229085;20
