HIVER 2021;82210204;SAC FEMME;;Sac cabas rectongulaire avec poche interne--;SAC;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;VIDE;;SAC;;;;;EXTRA;4,23E+12;STD;NOIR;0.000;;0.000
HIVER 2021;82210204;SAC FEMME;;Sac cabas rectongulaire avec poche interne--;SAC;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;VIDE;;SAC;;;;;EXTRA;4,23E+12;STD;VERT MILITAIRE;0.000;;0.000
HIVER 2021;82210204;SAC FEMME;;Sac cabas rectongulaire avec poche interne--;SAC;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;VIDE;;SAC;;;;;EXTRA;4,23E+12;STD;BLEU NUIT;0.000;;0.000
HIVER 2021;82210204;SAC FEMME;;Sac cabas rectongulaire avec poche interne--;SAC;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;VIDE;;SAC;;;;;EXTRA;4,23E+12;STD;SAUMON;0.000;;0.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;XXS;GRIS CLAIR;44.900;;0.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;XS;GRIS CLAIR;44.900;;0.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;S;GRIS CLAIR;44.900;;0.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;M;GRIS CLAIR;44.900;;1.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;L;GRIS CLAIR;44.900;;1.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;XL;GRIS CLAIR;44.900;;2.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;XXL;GRIS CLAIR;44.900;;0.000
HIVER 2021;82211001;SWEAT FEMME;;Sweat a manche longue a col rond et elastique manches--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;ELASTIQUE;VIDE;;SWEAT;;ANIME;COL ROND;OVER-SIEZE;COLLECTION;4,23E+12;XXXL;GRIS CLAIR;44.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;XXS;PAT;39.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;XS;PAT;39.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;S;PAT;39.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;M;PAT;39.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;L;PAT;39.900;;2.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;XL;PAT;39.900;;2.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;XXL;PAT;39.900;;0.000
HIVER 2021;82211002;SWEAT FEMME;;Sweat a manches longue bouffante--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BOUFFANTE;VIDE;;SWEAT;;ANIME;COL ROND;REGULAR FIT;COLLECTION;4,23E+12;XXXL;PAT;39.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XXS;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XXS;BLANC/BLEU;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XS;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XS;BLANC/BLEU;49.900;;1.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;S;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;S;BLANC/BLEU;49.900;;1.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;M;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;M;BLANC/BLEU;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;L;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;L;BLANC/BLEU;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XL;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XL;BLANC/BLEU;49.900;;1.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XXL;BLEU JEAN;49.900;;0.000
HIVER 2021;82211004;SWEAT FEMME;;Sweat bi-matiere a manches longues et col claudine--;PULL/SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;BI-MATIERE;VIDE;;SWEAT;POPLINE;ESSENTIEL;COL CLAUDINE;OVER-SIEZE;COLLECTION;4,23E+12;XXL;BLANC/BLEU;49.900;;0.000
