HIVER 2021;82216007;SUR CHEMISE FEM;;Sur chemise a manche longue tombante avec ceinture--;CHEMISE/CHEMISIER;NOSTALGIA;DAME;JUNIOR RESERVE;;HAUT;SPORT;POCHE;VIDE;SUR CHEMISE;;ESSENTIEL;DJEANS;REGULAR FIT;DENIM;4230000739853;XXS;VERT MILITAIRE;99.900;;0.000
HIVER 2021;82216007;SUR CHEMISE FEM;;Sur chemise a manche longue tombante avec ceinture--;CHEMISE/CHEMISIER;NOSTALGIA;DAME;JUNIOR RESERVE;;HAUT;SPORT;POCHE;VIDE;SUR CHEMISE;;ESSENTIEL;COL CHEMISE;REGULAR FIT;COLLECTION;4230000733622;S;AUBER/VIOLET/VERT;99.900;;0.000
HIVER 2021;82216007;SUR CHEMISE FEM;;Sur chemise a manche longue tombante avec ceinture--;CHEMISE/CHEMISIER;NOSTALGIA;DAME;JUNIOR RESERVE;;HAUT;SPORT;POCHE;VIDE;SUR CHEMISE;;ESSENTIEL;DJEANS;REGULAR FIT;DENIM;4230000739884;M;VERT MILITAIRE;99.900;;44.000
HIVER 2021;82216007;SUR CHEMISE FEM;;Sur chemise a manche longue tombante avec ceinture--;CHEMISE/CHEMISIER;NOSTALGIA;DAME;JUNIOR RESERVE;;HAUT;SPORT;POCHE;VIDE;SUR CHEMISE;;ESSENTIEL;COL CHEMISE;REGULAR FIT;COLLECTION;4230000733653;XL;AUBER/VIOLET/VERT;99.900;;0.000
HIVER 2021;82216007;SUR CHEMISE FEM;;Sur chemise a manche longue tombante avec ceinture--;CHEMISE/CHEMISIER;NOSTALGIA;DAME;JUNIOR RESERVE;;HAUT;SPORT;POCHE;VIDE;SUR CHEMISE;;ESSENTIEL;DJEANS;REGULAR FIT;DENIM;4230000739914;XXL;VERT MILITAIRE;99.900;;0.000
