HIVER 2021;82210015;SAC FEMME;SAC AVEC LOGO KASTELO;Sac shopping avec sérigraphie et logo kastelo  .--;SAC;ACCESSOIRE;DAME;DAME;;ACCESSOIRE;SPORT;SANS DETAIL;UNI;VIDE;SAC;;;;;ACCESSOIRE;4230000802069;STD;PAT;0.000;;0.000
HIVER 2021;82210015;SAC FEMME;SAC AVEC LOGO KASTELO;Sac shopping avec sérigraphie et logo kastelo  .--;SAC;ACCESSOIRE;DAME;DAME;;ACCESSOIRE;SPORT;SANS DETAIL;UNI;VIDE;SAC;;;;;ACCESSOIRE;4230000802076;STD;OFF WHITE;0.000;;0.000
