52209059;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82210001;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82211006;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82213002;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82215001;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219001;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82211007;100% PL.POLYESTER ;30211 : polyester
82211008;100% PL.POLYESTER ;30211 : polyester
82211009;100% PL.POLYESTER ;30211 : polyester
82211010;100% PL.POLYESTER ;30211 : polyester
82211026;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82211027;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82213003;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82216011;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82217001;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219002;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219003;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219004;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219024;50% PL.POLYESTER 47% VI.VISCOSE 3% EA.ELASTHANNE ;30211 : polyester
82219202;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
