HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732724;XXS;NOIR;189.900;;0.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732809;XXS;VERT MILITAIRE;189.900;;0.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732649;XXS;VANILLE;189.900;;0.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732731;XS;NOIR;189.900;;15.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732816;XS;VERT MILITAIRE;189.900;;15.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732656;XS;VANILLE;189.900;;17.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732748;S;NOIR;189.900;;32.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732823;S;VERT MILITAIRE;189.900;;31.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732663;S;VANILLE;189.900;;34.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732755;M;NOIR;189.900;;24.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732830;M;VERT MILITAIRE;189.900;;28.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732670;M;VANILLE;189.900;;34.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732762;L;NOIR;189.900;;32.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732847;L;VERT MILITAIRE;189.900;;32.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732687;L;VANILLE;189.900;;33.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732779;XL;NOIR;189.900;;9.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732854;XL;VERT MILITAIRE;189.900;;16.000
HIVER 2021;82213011;PARKA FEMME;Parka à capuche en forrure .;Parka rombouré à cappuche en forrure, découpes sur le devant et deux-poches à rabat .Fermeture et boutons éclair.Elastique de ceintrage do-;MANTEAU;PATREMOIN;DAME;JUNIOR RESERVE;;OUTWEAR;SPORT;CAPPUCHE;UNI;VIDE;PARKA;IMPERMIABLE;;CHAINE ET TRAME;REGULAR FIT;COLLECTION;4230000732694;XL;VANILLE;189.900;;15.000
