82211028;100% PL.POLYESTER ;30211 : polyester
82211029;50% CO.COTON 50% PL.POLYESTER ;30211 : polyester
82211904;100% PC.ACRYLIQUE ;10000 I : laine
82211906;100% PC.ACRYLIQUE ;10000 I : laine
82211910;100% PC.ACRYLIQUE ;10000 I : laine
82211915;100% PC.ACRYLIQUE ;10000 I : laine
82212001;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82213011;100% PL.POLYESTER ;30211 : polyester
82213017;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82213018;100% PL.POLYESTER ;30211 : polyester
82213905;100% PC.ACRYLIQUE ;10000 I : laine
82216012;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82217007;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219022;55% RY.RAYON 25% PA.POLYAMIDE 20% PL.POLYESTER ;30211 : polyester
82219027;55% RY.RAYON 25% PA.POLYAMIDE 20% PL.POLYESTER ;20150 : 50%pet 46%rayon 4%elastha
82219051;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219053;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82210009;100% PC.ACRYLIQUE ;10000 I : laine
82210010;100% PC.ACRYLIQUE ;10000 I : laine
82211025;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82211049;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82211901;100% PC.ACRYLIQUE ;10000 I : laine
82211902;100% PC.ACRYLIQUE ;10000 I : laine
82211909;100% PC.ACRYLIQUE ;10000 I : laine
82211912;100% PC.ACRYLIQUE ;10000 I : laine
82211916;100% PC.ACRYLIQUE ;10000 I : laine
82213015;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82213020;100% PL.POLYESTER ;30211 : polyester
82213029;100% PL.POLYESTER ;30211 : polyester
82213229;100% PL.POLYESTER ;30211 : polyester
82214005;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82214006;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82216010;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82219019;97% CO.COTON 3% EA.ELASTHANNE ;40120 : coton
82219020;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82219021;55% RY.RAYON 25% PA.POLYAMIDE 20% PL.POLYESTER ;30211 : polyester
82211039;80% RY.RAYON 20% PA.POLYAMIDE ;30120 : viscose
82211040;100% PL.POLYESTER ;30211 : polyester
82211907;100% PC.ACRYLIQUE ;10000 I : laine
82211908;100% PC.ACRYLIQUE ;10000 I : laine
82213036;50% PL.POLYESTER 47% VI.VISCOSE 3% EA.ELASTHANNE ;30211 : polyester
82213037;97% PL.POLYESTER 3% EA.ELASTHANNE ;20150 : 50%pet 46%rayon 4%elastha
82214019;97% VI.VISCOSE 3% EA.ELASTHANNE ;30120 : viscose
82214029;100% PL.POLYESTER ;30211 : polyester
82215019;100% VI.VISCOSE ;30120 : viscose
82215020;100% VI.VISCOSE ;30120 : viscose
82215021;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82215028;100% VI.VISCOSE ;30120 : viscose
82215029;100% VI.VISCOSE ;30120 : viscose
82216021;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82218003;60% PL.POLYESTER 40% PU.POLYURETHANE ;30211 : polyester
82219044;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82219045;66% CO.COTON 30% PL.POLYESTER 4% EA.ELASTHANNE ;40120 : coton
82211903;100% PC.ACRYLIQUE ;10000 I : laine
82213006;90% PL.POLYESTER 10% CO.COTON ;30211 : polyester
82213007;100% PL.POLYESTER ;30211 : polyester
82213042;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82213903;100% PL.POLYESTER ;
82214008;100% VI.VISCOSE ;30120 : viscose
82214009;100% VI.VISCOSE ;30120 : viscose
82215008;100% VI.VISCOSE ;30120 : viscose
82215009;100% VI.VISCOSE ;30120 : viscose
82216004;100% VI.VISCOSE ;30120 : viscose
82216013;97% PL.POLYESTER 3% EA.ELASTHANNE ;30211 : polyester
82219025;50% PL.POLYESTER 47% VI.VISCOSE 3% EA.ELASTHANNE ;30211 : polyester
82219026;98% PL.POLYESTER 2% EA.ELASTHANNE ;30211 : polyester
