HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689912;38;BLEU EXTRAT CLAIR;59.900;;9.000
HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689929;40;BLEU EXTRAT CLAIR;59.900;;28.000
HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689936;42;BLEU EXTRAT CLAIR;59.900;;25.000
HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689943;44;BLEU EXTRAT CLAIR;59.900;;29.000
HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689950;46;BLEU EXTRAT CLAIR;59.900;;23.000
HIVER 2021;52209059;PANTALON  FEMME;Jean skinny taille haute ;Jean taille haute avec deux poches plaquées à l'arriére.;JEANS;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;BAS;SPORT;COUPE;UNI;SKINNY FIT;JEANS;JEANS;ESSENTIEL;DJEANS;SLIM FIT;DENIM;4230000689967;48;BLEU EXTRAT CLAIR;59.900;;5.000
HIVER 2020;82200009;CEINTURE FEMME;Ceinture avec boucle argent .;Ceinture avec boucle argent martele--;CEINTURE;ACCESSOIRE;DAME;JUNIOR;;BAS;SPORT;BOUCLE;UNI;CEINTURE;;;;;;;4230000674567;44;CAMELLE;16.900;;40.000
HIVER 2020;82200011;CEINTURE FEMME;Ceinture avec boucle argent .;Ceinture avec boucle argent ovale.--;CEINTURE;ACCESSOIRE;DAME;JUNIOR;TREND;ACCESSOIRE;SPORT;BOUCLE;UNI;CEINTURE;CEINTURE;;;;;ACCESSOIRE;4230000649374;44;NOIR;15.900;;91.000
HIVER 2021;82211018;SWEAT FEMME;Sweat imprimé.;Sweat a manche longue tombante avec capuche--;SWEAT;BACK TO SCHOOL;DAME;JUNIOR RESERVE;;HAUT;SPORT;CAPPUCHE;UNI;VIDE;SWEAT;;ESSENTIEL;COL ROND;OVER-SIEZE;COLLECTION;4230000731888;L;OFF WHITE;74.900;;27.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;4230000699218;XXS;NOIR;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;4230000699133;XXS;BEIGE;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;6191734206258;XXS;VERT OLIVE;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;6191734204735;XXS;VIOLET ARGILE;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;4230000699225;XS;NOIR;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;4230000699140;XS;BEIGE;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;6191734206265;XS;VERT OLIVE;54.900;;0.000
HIVER 2021;82211024;DEBARDEUR FEMME;Débardeur sans manches. ;Débardeur sans manches à encolure en V avec deux fentes sur les côt-disponibles en plusieurs couleurs.-;T-SHIRT/TOP;LIQUIDATION;DAME;JUNIOR RESERVE;;HAUT;SPORT;SANS DETAIL;TOURSADE;VIDE;DEBARDEUR;;ESSENTIEL;MAILLE;OVER-SIEZE;COLLECTION;6191734204742;XS;VIOLET ARGILE;54.900;;0.000
