5218315;34.9;30;24.43;24.40
52209059;59.9;30;41.93;41.90
52209080;74.9;30;52.43;52.40
52209086;79.9;30;55.93;55.90
82191105;59.9;30;41.93;41.90
82191109;39.9;30;27.93;27.90
82191113;64.9;30;45.43;45.40
82191115;64.9;30;45.43;45.40
82191116;69.9;30;48.93;48.90
82193071;79.9;30;55.93;55.90
82193106;59.9;30;41.93;41.90
82193113;119.9;30;83.93;83.90
82193114;129.9;30;90.93;90.90
82198010;64.9;30;45.43;45.40
82199009;64.9;30;45.43;45.40
82199014;64.9;30;45.43;45.40
82199078;54.9;30;38.43;38.40
82199079;69.9;30;48.93;48.90
82201002;15.9;30;11.13;11.10
82201012;49.9;30;34.93;34.90
82201014;49.9;30;34.93;34.90
82201015;29.9;30;20.93;20.90
82201016;44.9;30;31.43;31.40
82201020;16.9;30;11.83;11.80
82201021;16.9;30;11.83;11.80
82201022;34.9;30;24.43;24.40
82201024;49.9;30;34.93;34.90
82201025;44.9;30;31.43;31.40
82201026;44.9;30;31.43;31.40
82201029;34.9;30;24.43;24.40
82201030;39.9;30;27.93;27.90
82201031;34.9;30;24.43;24.40
82201032;49.9;30;34.93;34.90
82201033;44.9;30;31.43;31.40
82201034;44.9;30;31.43;31.40
82201035;44.9;30;31.43;31.40
82201036;44.9;30;31.43;31.40
82201037;39.9;30;27.93;27.90
82201038;39.9;30;27.93;27.90
82201039;19.9;30;13.93;13.90
82201202;15.9;30;11.13;11.10
82201207;34.9;30;24.43;24.40
82201209;39.9;30;27.93;27.90
82201901;59.9;30;41.93;41.90
82201902;54.9;30;38.43;38.40
82201903;54.9;30;38.43;38.40
82201906;49.9;30;34.93;34.90
82201910;54.9;30;38.43;38.40
82201917;69.9;30;48.93;48.90
82201919;64.9;30;45.43;45.40
82201921;54.9;30;38.43;38.40
82201923;64.9;30;45.43;45.40
82201926;74.9;30;52.43;52.40
82201928;54.9;30;38.43;38.40
82201930;54.9;30;38.43;38.40
82201932;59.9;30;41.93;41.90
82201933;54.9;30;38.43;38.40
82201935;64.9;30;45.43;45.40
82201938;64.9;30;45.43;45.40
82202001;99.9;30;69.93;69.90
82202002;94.9;30;66.43;66.40
82202004;64.9;30;45.43;45.40
82203001;79.9;30;55.93;55.90
82203003;159.9;30;111.93;111.90
82203005;139.9;30;97.93;97.90
82203006;179.9;30;125.93;125.90
82203008;134.9;30;94.43;94.40
82203013;119.9;30;83.93;83.90
82203016;89.9;30;62.93;62.90
82203022;149.9;30;104.93;104.90
82203024;144.9;30;101.43;101.40
82203028;114.9;30;80.43;80.40
82203029;69.9;30;48.93;48.90
82203032;124.9;30;87.43;87.40
82203034;114.9;30;80.43;80.40
82203036;110.9;30;77.63;77.60
82203037;129.9;30;90.93;90.90
82203039;129.9;30;90.93;90.90
82203043;129.9;30;90.93;90.90
82203049;99.9;30;69.93;69.90
82203051;139.9;30;97.93;97.90
82203056;69.9;30;48.93;48.90
82203060;99.9;30;69.93;69.90
82203061;69.9;30;48.93;48.90
82203063;99.9;30;69.93;69.90
82203064;59.9;30;41.93;41.90
82203065;99.9;30;69.93;69.90
82203066;59.9;30;41.93;41.90
82203204;64.9;30;45.43;45.40
82203216;79.9;30;55.93;55.90
82203218;139.9;30;97.93;97.90
82203244;99.9;30;69.93;69.90
82203256;59.9;30;41.93;41.90
82203267;84.9;30;59.43;59.40
82203444;144.9;30;101.43;101.40
82203902;74.9;30;52.43;52.40
82203910;69.9;30;48.93;48.90
82204005;74.9;30;52.43;52.40
82204007;79.9;30;55.93;55.90
82204009;89.9;30;62.93;62.90
82204010;124.9;30;87.43;87.40
82204013;119.9;30;83.93;83.90
82204016;74.9;30;52.43;52.40
82204018;44.9;30;31.43;31.40
82204021;89.9;30;62.93;62.90
82204022;69.9;30;48.93;48.90
82204023;49.9;30;34.93;34.90
82204026;44.9;30;31.43;31.40
82204031;64.9;30;45.43;45.40
82204033;89.9;30;62.93;62.90
82204042;74.9;30;52.43;52.40
82204043;94.9;30;66.43;66.40
82204046;59.9;30;41.93;41.90
82204047;69.9;30;48.93;48.90
82204048;69.9;30;48.93;48.90
82204050;44.9;30;31.43;31.40
82204054;44.9;30;31.43;31.40
82204055;69.9;30;48.93;48.90
82204056;69.9;30;48.93;48.90
82204057;49.9;30;34.93;34.90
82204201;84.9;30;59.43;59.40
82204214;54.9;30;38.43;38.40
82204215;69.9;30;48.93;48.90
82204218;44.9;30;31.43;31.40
82204335;64.9;30;45.43;45.40
82204414;59.9;30;41.93;41.90
82205002;54.9;30;38.43;38.40
82205003;79.9;30;55.93;55.90
82205004;64.9;30;45.43;45.40
82205006;59.9;30;41.93;41.90
82205008;49.9;30;34.93;34.90
82205009;49.9;30;34.93;34.90
82205010;84.9;30;59.43;59.40
82205011;49.9;30;34.93;34.90
82205015;74.9;30;52.43;52.40
82205018;84.9;30;59.43;59.40
82205019;69.9;30;48.93;48.90
82205020;54.9;30;38.43;38.40
82205021;79.9;30;55.93;55.90
82205023;89.9;30;62.93;62.90
82205025;74.9;30;52.43;52.40
82205027;54.9;30;38.43;38.40
82205029;54.9;30;38.43;38.40
82205032;64.9;30;45.43;45.40
82205034;54.9;30;38.43;38.40
82205035;54.9;30;38.43;38.40
82205037;54.9;30;38.43;38.40
82205039;59.9;30;41.93;41.90
82205040;44.9;30;31.43;31.40
82205041;59.9;30;41.93;41.90
82205237;54.9;30;38.43;38.40
82206001;54.9;30;38.43;38.40
82206004;69.9;30;48.93;48.90
82206005;89.9;30;62.93;62.90
82206006;79.9;30;55.93;55.90
82206007;59.9;30;41.93;41.90
82206008;54.9;30;38.43;38.40
82206009;64.9;30;45.43;45.40
82206010;69.9;30;48.93;48.90
82206011;79.9;30;55.93;55.90
82206012;64.9;30;45.43;45.40
82206013;64.9;30;45.43;45.40
82206014;74.9;30;52.43;52.40
82206016;74.9;30;52.43;52.40
82206017;69.9;30;48.93;48.90
82206020;69.9;30;48.93;48.90
82206025;69.9;30;48.93;48.90
82207003;109.9;30;76.93;76.90
82208001;89.9;30;62.93;62.90
82208006;44.9;30;31.43;31.40
82208008;54.9;30;38.43;38.40
82208010;49.9;30;34.93;34.90
82208011;29.9;30;20.93;20.90
82208012;49.9;30;34.93;34.90
82208013;34.9;30;24.43;24.40
82208203;84.9;30;59.43;59.40
82209001;64.9;30;45.43;45.40
82209002;79.9;30;55.93;55.90
82209004;59.9;30;41.93;41.90
82209006;64.9;30;45.43;45.40
82209007;59.9;30;41.93;41.90
82209008;74.9;30;52.43;52.40
82209009;59.9;30;41.93;41.90
82209010;89.9;30;62.93;62.90
82209011;59.9;30;41.93;41.90
82209012;64.9;30;45.43;45.40
82209014;59.9;30;41.93;41.90
82209015;74.9;30;52.43;52.40
82209016;59.9;30;41.93;41.90
82209017;69.9;30;48.93;48.90
82209018;89.9;30;62.93;62.90
82209020;64.9;30;45.43;45.40
82209022;69.9;30;48.93;48.90
82209023;69.9;30;48.93;48.90
82209024;64.9;30;45.43;45.40

82209026;44.9;30;31.43;31.40
82209027;69.9;30;48.93;48.90
82209028;39.9;30;27.93;27.90
82209029;39.9;30;27.93;27.90
82209030;64.9;30;45.43;45.40
82209031;49.9;30;34.93;34.90
82209033;79.9;30;55.93;55.90
82209034;64.9;30;45.43;45.40
82209036;54.9;30;38.43;38.40
82209038;89.9;30;62.93;62.90
82209041;74.9;30;52.43;52.40
82209045;54.9;30;38.43;38.40
82209047;44.9;30;31.43;31.40
82209049;54.9;30;38.43;38.40
82209204;49.9;30;34.93;34.90
82209207;64.9;30;45.43;45.40
82209223;69.9;30;48.93;48.90
82209231;49.9;30;34.93;34.90
82209234;64.9;30;45.43;45.40
82210009;16.9;30;11.83;11.80
82210010;24.9;30;17.43;17.40
82210016;12.9;30;9.03;9.00
82210017;9.9;30;6.93;6.90
82211001;44.9;30;31.43;31.40
82211005;24.9;30;17.43;17.40
82211006;54.9;30;38.43;38.40
82211007;24.9;30;17.43;17.40
82211008;34.9;30;24.43;24.40
82211009;24.9;30;17.43;17.40
82211010;24.9;30;17.43;17.40
82211011;29.9;30;20.93;20.90
82211012;39.9;30;27.93;27.90
82211013;39.9;30;27.93;27.90
82211014;34.9;30;24.43;24.40
82211016;89.9;30;62.93;62.90
82211017;29.9;30;20.93;20.90
82211018;74.9;30;52.43;52.40
82211020;49.9;30;34.93;34.90
82211022;29.9;30;20.93;20.90
82211023;49.9;30;34.93;34.90
82211025;29.9;30;20.93;20.90
82211026;49.9;30;34.93;34.90
82211027;44.9;30;31.43;31.40
82211028;64.9;30;45.43;45.40
82211029;54.9;30;38.43;38.40
82211031;59.9;30;41.93;41.90
82211032;59.9;30;41.93;41.90
82211035;39.9;30;27.93;27.90
82211038;44.9;30;31.43;31.40
82211039;84.9;30;59.43;59.40
82211040;44.9;30;31.43;31.40
82211042;64.9;30;45.43;45.40
82211043;49.9;30;34.93;34.90
82211044;49.9;30;34.93;34.90
82211045;74.9;30;52.43;52.40
82211046;29.9;30;20.93;20.90
82211048;44.9;30;31.43;31.40
82211049;39.9;30;27.93;27.90
82211050;49.9;30;34.93;34.90
82211052;34.9;30;24.43;24.40
82211053;59.9;30;41.93;41.90
82211054;16.9;30;11.83;11.80
82211346;29.9;30;20.93;20.90
82211901;54.9;30;38.43;38.40
82211902;39.9;30;27.93;27.90
82211903;69.9;30;48.93;48.90
82211904;59.9;30;41.93;41.90
82211905;49.9;30;34.93;34.90
82211906;59.9;30;41.93;41.90
82211907;59.9;30;41.93;41.90
82211908;59.9;30;41.93;41.90
82211909;59.9;30;41.93;41.90
82211910;59.9;30;41.93;41.90
82211912;59.9;30;41.93;41.90
82211913;59.9;30;41.93;41.90
82211914;59.9;30;41.93;41.90
82211915;59.9;30;41.93;41.90
82211916;54.9;30;38.43;38.40
82212001;59.9;30;41.93;41.90
82212003;89.9;30;62.93;62.90
82212004;84.9;30;59.43;59.40
82212204;74.9;30;52.43;52.40
82213003;89.899;30;62.9293;62.90
82213005;129.9;30;90.93;90.90
82213006;169.9;30;118.93;118.90
82213007;139.9;30;97.93;97.90
82213008;84.9;30;59.43;59.40
82213011;189.9;30;132.93;132.90
82213012;129.9;30;90.93;90.90
82213013;69.9;30;48.93;48.90
82213014;94.9;30;66.43;66.40
82213015;149.9;30;104.93;104.90
82213017;159.9;30;111.93;111.90
82213018;99.9;30;69.93;69.90
82213019;99.899;30;69.9293;69.90
82213020;169.9;30;118.93;118.90
82213021;129.9;30;90.93;90.90
82213022;149.9;30;104.93;104.90
82213024;234.9;30;164.43;164.40
82213028;124.9;30;87.43;87.40
82213029;149.9;30;104.93;104.90
82213031;159.9;30;111.93;111.90
82213032;139.9;30;97.93;97.90
82213033;129.9;30;90.93;90.90
82213034;149.9;30;104.93;104.90
82213035;89.9;30;62.93;62.90
82213036;149.9;30;104.93;104.90
82213037;129.9;30;90.93;90.90
82213040;109.9;30;76.93;76.90
82213041;54.9;30;38.43;38.40
82213042;109.9;30;76.93;76.90
82213043;109.9;30;76.93;76.90
82213044;109.9;30;76.93;76.90
82213045;149.9;30;104.93;104.90
82213046;119.9;30;83.93;83.90
82213047;79.9;30;55.93;55.90
82213205;159.9;30;111.93;111.90
82213227;154.9;30;108.43;108.40
82213229;149.9;30;104.93;104.90
82213246;119.9;30;83.93;83.90
82213901;69.9;30;48.93;48.90
82213902;64.9;30;45.43;45.40
82213903;69.9;30;48.93;48.90
82213904;59.9;30;41.93;41.90
82213905;59.9;30;41.93;41.90
82213906;89.9;30;62.93;62.90
82213907;59.9;30;41.93;41.90
82213909;79.9;30;55.93;55.90
82213910;79.9;30;55.93;55.90
82213911;84.9;30;59.43;59.40
82214001;69.9;30;48.93;48.90
82214002;69.9;30;48.93;48.90
82214003;89.9;30;62.93;62.90
82214004;89.9;30;62.93;62.90
82214005;74.9;30;52.43;52.40
82214006;69.9;30;48.93;48.90
82214007;69.9;30;48.93;48.90
82214008;89.9;30;62.93;62.90
82214009;99.9;30;69.93;69.90
82214010;54.9;30;38.43;38.40
82214012;59.9;30;41.93;41.90
82214013;79.9;30;55.93;55.90
82214014;69.9;30;48.93;48.90
82214015;109.9;30;76.93;76.90
82214016;109.9;30;76.93;76.90
82214017;109.9;30;76.93;76.90
82214019;54.9;30;38.43;38.40
82214020;109.9;30;76.93;76.90
82214021;129.9;30;90.93;90.90
82214022;74.9;30;52.43;52.40
82214023;79.9;30;55.93;55.90
82214024;59.9;30;41.93;41.90
82214025;79.9;30;55.93;55.90
82214027;49.9;30;34.93;34.90
82214028;84.9;30;59.43;59.40
82214029;59.9;30;41.93;41.90
82214030;64.9;30;45.43;45.40
82214031;84.9;30;59.43;59.40
82214032;99.9;30;69.93;69.90
82214033;54.9;30;38.43;38.40
82214034;69.9;30;48.93;48.90
82214035;89.9;30;62.93;62.90
82214036;79.9;30;55.93;55.90
82214037;139.9;30;97.93;97.90
82214038;54.9;30;38.43;38.40
82214039;59.9;30;41.93;41.90
82214040;49.9;30;34.93;34.90
82214041;69.9;30;48.93;48.90
82214042;99.9;30;69.93;69.90
82214043;89.9;30;62.93;62.90
82214046;69.9;30;48.93;48.90
82214210;69.9;30;48.93;48.90
82214230;64.9;30;45.43;45.40
82214232;99.9;30;69.93;69.90
82214242;99.9;30;69.93;69.90
82215001;44.9;30;31.43;31.40
82215002;29.9;30;20.93;20.90
82215003;54.9;30;38.43;38.40
82215005;64.9;30;45.43;45.40
82215007;84.9;30;59.43;59.40
82215008;69.9;30;48.93;48.90
82215009;79.9;30;55.93;55.90
82215011;69.9;30;48.93;48.90
82215012;74.9;30;52.43;52.40
82215014;54.9;30;38.43;38.40
82215015;64.9;30;45.43;45.40
82215016;79.9;30;55.93;55.90
82215017;64.9;30;45.43;45.40
82215019;69.9;30;48.93;48.90
82215020;99.9;30;69.93;69.90
82215021;79.9;30;55.93;55.90
82215022;64.9;30;45.43;45.40
82215025;64.9;30;45.43;45.40
82215027;84.9;30;59.43;59.40
82215028;54.9;30;38.43;38.40
82215029;54.9;30;38.43;38.40
82215030;59.9;30;41.93;41.90
82215031;54.9;30;38.43;38.40
82215032;79.9;30;55.93;55.90
82215033;64.9;30;45.43;45.40
82215034;44.9;30;31.43;31.40
82215035;89.9;30;62.93;62.90
82215036;44.9;30;31.43;31.40
82215037;59.9;30;41.93;41.90
82215222;69.9;30;48.93;48.90
82216002;79.9;30;55.93;55.90
82216003;59.9;30;41.93;41.90
82216004;54.9;30;38.43;38.40
82216005;54.9;30;38.43;38.40
82216006;84.9;30;59.43;59.40
82216007;99.9;30;69.93;69.90
82216008;99.9;30;69.93;69.90
82216009;74.9;30;52.43;52.40
82216010;99.9;30;69.93;69.90
82216011;54.9;30;38.43;38.40
82216012;89.9;30;62.93;62.90
82216013;79.9;30;55.93;55.90
82216015;69.9;30;48.93;48.90
82216016;59.9;30;41.93;41.90
82216017;59.9;30;41.93;41.90
82216018;64.9;30;45.43;45.40
82216019;69.9;30;48.93;48.90
82216020;54.9;30;38.43;38.40
82216021;94.9;30;66.43;66.40
82216022;89.9;30;62.93;62.90
82216023;79.9;30;55.93;55.90
82216024;54.9;30;38.43;38.40
82216025;69.9;30;48.93;48.90
82216026;99.9;30;69.93;69.90
82216027;74.9;30;52.43;52.40
82216028;64.9;30;45.43;45.40
82216029;64.9;30;45.43;45.40
82216030;69.9;30;48.93;48.90
82216031;64.9;30;45.43;45.40
82216032;64.9;30;45.43;45.40
82216033;129.9;30;90.93;90.90
82216201;99.9;30;69.93;69.90
82216233;129.9;30;90.93;90.90
82216333;129.9;30;90.93;90.90
82216433;129.9;30;90.93;90.90
82217001;99.9;30;69.93;69.90
82217002;119.9;30;83.93;83.90
82217005;79.9;30;55.93;55.90
82217007;99.9;30;69.93;69.90
82217008;84.9;30;59.43;59.40
82218002;84.9;30;59.43;59.40
82218003;99.9;30;69.93;69.90
82218004;84.9;30;59.43;59.40
82218006;54.9;30;38.43;38.40
82219001;74.9;30;52.43;52.40
82219002;79.9;30;55.93;55.90
82219003;74.9;30;52.43;52.40
82219004;79.9;30;55.93;55.90
82219007;69.9;30;48.93;48.90
82219008;64.9;30;45.43;45.40
82219009;74.9;30;52.43;52.40
82219010;49.9;30;34.93;34.90
82219011;79.9;30;55.93;55.90
82219012;49.9;30;34.93;34.90
82219013;49.9;30;34.93;34.90
82219014;64.9;30;45.43;45.40
82219015;69.9;30;48.93;48.90
82219016;69.9;30;48.93;48.90
82219017;74.9;30;52.43;52.40
82219019;64.9;30;45.43;45.40
82219020;69.9;30;48.93;48.90
82219021;59.9;30;41.93;41.90
82219022;59.9;30;41.93;41.90
82219024;74.9;30;52.43;52.40
82219025;74.9;30;52.43;52.40
82219026;59.9;30;41.93;41.90
82219027;54.9;30;38.43;38.40
82219029;79.9;30;55.93;55.90
82219030;54.9;30;38.43;38.40
82219032;69.9;30;48.93;48.90
82219034;69.9;30;48.93;48.90
82219035;69.9;30;48.93;48.90
82219037;59.9;30;41.93;41.90
82219039;69.9;30;48.93;48.90
82219040;64.9;30;45.43;45.40
82219041;69.9;30;48.93;48.90
82219042;69.9;30;48.93;48.90
82219043;39.9;30;27.93;27.90
82219044;69.9;30;48.93;48.90
82219045;69.9;30;48.93;48.90
82219047;79.9;30;55.93;55.90
82219048;69.9;30;48.93;48.90
82219050;69.9;30;48.93;48.90
82219051;74.9;30;52.43;52.40
82219052;69.9;30;48.93;48.90
82219053;69.9;30;48.93;48.90
82219054;79.9;30;55.93;55.90
82219055;74.9;30;52.43;52.40
82219056;49.9;30;34.93;34.90
82219057;69.9;30;48.93;48.90
82219058;44.9;30;31.43;31.40
82219059;84.9;30;59.43;59.40
82219060;44.9;30;31.43;31.40
82219061;54.9;30;38.43;38.40
82219062;54.9;30;38.43;38.40
82219202;79.9;30;55.93;55.90
82219214;79.9;30;55.93;55.90
82219215;69.9;30;48.93;48.90
82219229;79.9;30;55.93;55.90
82219235;69.9;30;48.93;48.90
82219259;69.9;30;48.93;48.90
82219329;79.9;30;55.93;55.90
83211002;34.9;30;24.43;24.40
83211004;34.9;30;24.43;24.40
83211901;64.9;30;45.43;45.40
83213001;79.9;30;55.93;55.90
83213901;69.9;30;48.93;48.90
83214001;54.9;30;38.43;38.40
83214002;119.9;30;83.93;83.90
83214003;69.9;30;48.93;48.90
83215001;84.9;30;59.43;59.40
83215002;54.9;30;38.43;38.40
83217002;99.9;30;69.93;69.90
83219001;59.9;30;41.93;41.90
83219002;59.9;30;41.93;41.90
83219004;59.9;30;41.93;41.90
83219005;49.9;30;34.93;34.90
