82215005;64.9;40;38.9
82215027;84.9;40;50.9
82215019;69.9;40;41.9
82215017;64.9;40;38.9
82215015;64.9;40;38.9
82215014;54.9;40;32.9
82215007;84.9;40;50.9
82205039;59.9;40;35.9
82205025;74.9;40;44.9
82205023;89.9;40;53.9
82205010;84.9;40;50.9
82205003;79.9;40;47.9
82213033;129.9;40;77.9
82213229;149.9;40;89.9
82213227;154.9;40;92.9
82213040;109.9;40;65.9
82213036;149.9;40;89.9
82213035;89.9;40;53.9
82213031;159.9;40;95.9
82213029;149.9;40;89.9
82213024;234.9;40;140.9
82213022;149.9;40;89.9
82213021;129.9;40;77.9
82213007;139.9;40;83.9
82203043;129.9;40;77.9
82203039;129.9;40;77.9
82203037;129.9;40;77.9
82203036;110.9;40;66.5
82203032;124.9;40;74.9
82203006;179.9;40;107.9
82219024;74.9;40;44.9
82209007;59.9;40;35.9
52209059;59.9;40;35.9
82209038;89.9;40;53.9
82219259;69.9;40;41.9
82219235;69.9;40;41.9
82219215;69.9;40;41.9
82219214;79.9;40;47.9
82219202;79.9;40;47.9
82219061;54.9;40;32.9
82219059;84.9;40;50.9
82219058;44.9;40;26.9
82219057;69.9;40;41.9
82219055;74.9;40;44.9
82219054;79.9;40;47.9
82219053;69.9;40;41.9
82219052;69.9;40;41.9
82219051;74.9;40;44.9
82219048;69.9;40;41.9
82219047;79.9;40;47.9
82219045;69.9;40;41.9
82219044;69.9;40;41.9
82219042;69.9;40;41.9
82219041;69.9;40;41.9
82219040;64.9;40;38.9
82219039;69.9;40;41.9
82219037;59.9;40;35.9
82219035;69.9;40;41.9
82219034;69.9;40;41.9
82219032;69.9;40;41.9
82219026;59.9;40;35.9
82219025;74.9;40;44.9
82219020;69.9;40;41.9
82219017;74.9;40;44.9
82219016;69.9;40;41.9
82219015;69.9;40;41.9
82219014;64.9;40;38.9
82219011;79.9;40;47.9
82219009;74.9;40;44.9
82219007;69.9;40;41.9
82219004;79.9;40;47.9
82219003;74.9;40;44.9
82219002;79.9;40;47.9
82219001;74.9;40;44.9
82209234;64.9;40;38.9
82209223;69.9;40;41.9
82209207;64.9;40;38.9
82209049;54.9;40;32.9
82209047;44.9;40;26.9
82209045;54.9;40;32.9
82209041;74.9;40;44.9
82209036;54.9;40;32.9
82209034;64.9;40;38.9
82209033;79.9;40;47.9
82209030;64.9;40;38.9
82209027;69.9;40;41.9
82209026;44.9;40;26.9
82209025;44.9;40;26.9
82209024;64.9;40;38.9
82209023;69.9;40;41.9
82209022;69.9;40;41.9
82209020;64.9;40;38.9
82209018;89.9;40;53.9
82209017;69.9;40;41.9
82209015;74.9;40;44.9
82209014;59.9;40;35.9
82209012;64.9;40;38.9
82209011;59.9;40;35.9
82209010;89.9;40;53.9
82209009;59.9;40;35.9
82209008;74.9;40;44.9
82209006;64.9;40;38.9
82199079;69.9;40;41.9
82199078;54.9;40;32.9
82199014;64.9;40;38.9
82199009;64.9;40;38.9
83219004;59.9;40;35.9
83219002;59.9;40;35.9
83219001;59.9;40;35.9
82209001;64.9;40;38.9
82213011;189.9;40;113.9
82201935;64.9;40;38.9
82211043;49.9;40;29.9
82211916;54.9;40;32.9
82211915;59.9;40;35.9
82211914;59.9;40;35.9
82211913;59.9;40;35.9
82211912;59.9;40;35.9
82211910;59.9;40;35.9
82211909;59.9;40;35.9
82211908;59.9;40;35.9
82211907;59.9;40;35.9
82211906;59.9;40;35.9
82211905;49.9;40;29.9
82211904;59.9;40;35.9
82211903;69.9;40;41.9
82211902;39.9;40;23.9
82211901;54.9;40;32.9
82211346;29.9;40;17.9
82211053;59.9;40;35.9
82211049;39.9;40;23.9
82211046;29.9;40;17.9
82211045;74.9;40;44.9
82211044;49.9;40;29.9
82211040;44.9;40;26.9
82211039;84.9;40;50.9
82211038;44.9;40;26.9
82211035;39.9;40;23.9
82211031;59.9;40;35.9
82211025;29.9;40;17.9
82211023;49.9;40;29.9
82211022;29.9;40;17.9
82211017;29.9;40;17.9
82211014;34.9;40;20.9
82211013;39.9;40;23.9
82211012;39.9;40;23.9
82211011;29.9;40;17.9
82211010;24.9;40;14.9
82211009;24.9;40;14.9
82211008;34.9;40;20.9
82211007;24.9;40;14.9
82211005;24.9;40;14.9
82201938;64.9;40;38.9
82201933;54.9;40;32.9
82201932;59.9;40;35.9
82201930;54.9;40;32.9
82201928;54.9;40;32.9
82201926;74.9;40;44.9
82201923;64.9;40;38.9
82201921;54.9;40;32.9
82201919;64.9;40;38.9
82201917;69.9;40;41.9
82201910;54.9;40;32.9
82201903;54.9;40;32.9
82201902;54.9;40;32.9
82201901;59.9;40;35.9
82201209;39.9;40;23.9
82201207;34.9;40;20.9
82201202;15.9;40;9.5
82201039;19.9;40;11.9
82201038;39.9;40;23.9
82201037;39.9;40;23.9
82201036;44.9;40;26.9
82201035;44.9;40;26.9
82201034;44.9;40;26.9
82201033;44.9;40;26.9
82201032;49.9;40;29.9
82201031;34.9;40;20.9
82201030;39.9;40;23.9
82201029;34.9;40;20.9
82201026;44.9;40;26.9
82201025;44.9;40;26.9
82201024;49.9;40;29.9
82201022;34.9;40;20.9
82201021;16.9;40;10.1
82201020;16.9;40;10.1
82201016;44.9;40;26.9
82201015;29.9;40;17.9
82201014;49.9;40;29.9
82201012;49.9;40;29.9
82201002;15.9;40;9.5
82191116;69.9;40;41.9
82191115;64.9;40;38.9
82191113;64.9;40;38.9
83211901;64.9;40;38.9
83211004;34.9;40;20.9
83211002;34.9;40;20.9
82202004;64.9;40;38.9
82202002;94.9;40;56.9
82202001;99.9;40;59.9
82214242;99.9;40;59.9
82214232;99.9;40;59.9
82214230;64.9;40;38.9
82214210;69.9;40;41.9
82214046;69.9;40;41.9
82214043;89.9;40;53.9
82214042;99.9;40;59.9
82214041;69.9;40;41.9
82214040;49.9;40;29.9
82214039;59.9;40;35.9
82214038;54.9;40;32.9
82214037;139.9;40;83.9
82214036;79.9;40;47.9
82214035;89.9;40;53.9
82214034;69.9;40;41.9
82214033;54.9;40;32.9
82214032;99.9;40;59.9
82214031;84.9;40;50.9
82214030;64.9;40;38.9
82214029;59.9;40;35.9
82214028;84.9;40;50.9
82214027;49.9;40;29.9
82214025;79.9;40;47.9
82214024;59.9;40;35.9
82214023;79.9;40;47.9
82214022;74.9;40;44.9
82214021;129.9;40;77.9
82214020;109.9;40;65.9
82214019;54.9;40;32.9
82214017;109.9;40;65.9
82214016;109.9;40;65.9
82214015;109.9;40;65.9
82214014;69.9;40;41.9
82214013;79.9;40;47.9
82214012;59.9;40;35.9
82214010;54.9;40;32.9
82214009;99.9;40;59.9
82214008;89.9;40;53.9
82214007;69.9;40;41.9
82214006;69.9;40;41.9
82214005;74.9;40;44.9
82214004;89.9;40;53.9
82214003;89.9;40;53.9
82214002;69.9;40;41.9
82214001;69.9;40;41.9
82204414;59.9;40;35.9
82204335;64.9;40;38.9
82204218;44.9;40;26.9
82204215;69.9;40;41.9
82204214;54.9;40;32.9
82204201;84.9;40;50.9
82204057;49.9;40;29.9
82204056;69.9;40;41.9
82204055;69.9;40;41.9
82204054;44.9;40;26.9
82204050;44.9;40;26.9
82204048;69.9;40;41.9
82204047;69.9;40;41.9
82204046;59.9;40;35.9
82204043;94.9;40;56.9
82204042;74.9;40;44.9
82204033;89.9;40;53.9
82204031;64.9;40;38.9
82204026;44.9;40;26.9
82204023;49.9;40;29.9
82204022;69.9;40;41.9
82204021;89.9;40;53.9
82204018;44.9;40;26.9
82204016;74.9;40;44.9
82204013;119.9;40;71.9
82204010;124.9;40;74.9
82204009;89.9;40;53.9
82204007;79.9;40;47.9
82204005;74.9;40;44.9
83214002;119.9;40;71.9
83214001;54.9;40;32.9
83214003;69.9;40;41.9
82217008;84.9;40;50.9
82217007;99.9;40;59.9
82217001;99.9;40;59.9
83217002;99.9;40;59.9
82219060;44.9;40;26.9
82216010;99.9;40;59.9
82216333;129.9;40;77.9
82216008;99.9;40;59.9
82216007;99.9;40;59.9
82216201;99.9;40;59.9
82216012;89.9;40;53.9
82213012;129.9;40;77.9
82216433;129.9;40;77.9
82216233;129.9;40;77.9
82216033;129.9;40;77.9
82216026;99.9;40;59.9
82216023;79.9;40;47.9
82216022;89.9;40;53.9
82211050;49.9;40;29.9
82211048;44.9;40;26.9
82211042;64.9;40;38.9
82211032;59.9;40;35.9
82211029;54.9;40;32.9
82211028;64.9;40;38.9
82211027;44.9;40;26.9
82211026;49.9;40;29.9
82211020;49.9;40;29.9
82211018;74.9;40;44.9
82211016;89.9;40;53.9
82211006;54.9;40;32.9
82211001;44.9;40;26.9
82201906;49.9;40;29.9
82191109;39.9;40;23.9
82191105;59.9;40;35.9
82211052;34.9;40;20.9
82213019;99.899;40;59.9
82213006;169.9;40;101.9
82203003;159.9;40;95.9
82193114;129.9;40;77.9
82193113;119.9;40;71.9
82216025;69.9;40;41.9
82215021;79.9;40;47.9
82215016;79.9;40;47.9
82215011;69.9;40;41.9
82205029;54.9;40;32.9
82205020;54.9;40;32.9
82205021;79.9;40;47.9
82213046;119.9;40;71.9
82213246;119.9;40;71.9
82213047;79.9;40;47.9
82213003;89.899;40;53.9
82203024;144.9;40;86.9
82203008;134.9;40;80.9
