82213028;124.9;40;74.9
82213205;159.9;40;95.9
82213044;109.9;40;65.9
82213043;109.9;40;65.9
82213037;129.9;40;77.9
82213032;139.9;40;83.9
82213014;94.9;40;56.9
82213005;129.9;40;77.9
82203065;99.9;40;59.9
82203013;119.9;40;71.9
82215222;69.9;40;41.9
82215008;69.9;40;41.9
82215037;59.9;40;35.9
82215036;44.9;40;26.9
82215035;89.9;40;53.9
82215034;44.9;40;26.9
82215033;64.9;40;38.9
82215029;54.9;40;32.9
82215028;54.9;40;32.9
82215002;29.9;40;17.9
82215001;44.9;40;26.9
82205237;54.9;40;32.9
82205041;59.9;40;35.9
82205040;44.9;40;26.9
82205037;54.9;40;32.9
82205035;54.9;40;32.9
82205034;54.9;40;32.9
82205032;64.9;40;38.9
82205027;54.9;40;32.9
82205018;84.9;40;50.9
82205015;74.9;40;44.9
82205011;49.9;40;29.9
82205009;49.9;40;29.9
82205008;49.9;40;29.9
82205006;59.9;40;35.9
82205004;64.9;40;38.9
82205002;54.9;40;32.9
83215001;84.9;40;50.9
83215002;54.9;40;32.9
82205019;69.9;40;41.9
82213017;159.9;40;95.9
82213015;149.9;40;89.9
82203216;79.9;40;47.9
82203051;139.9;40;83.9
82203034;114.9;40;68.9
82203028;114.9;40;68.9
82203022;149.9;40;89.9
82203016;89.9;40;53.9
82203005;139.9;40;83.9
82203001;79.9;40;47.9
82210009;16.9;40;10.1
82210010;24.9;40;14.9
82213911;84.9;40;50.9
82203444;144.9;40;86.9
83213001;79.9;40;47.9
82213910;79.9;40;47.9
82213909;79.9;40;47.9
82213045;149.9;40;89.9
82213034;149.9;40;89.9
82203244;99.9;40;59.9
82213905;59.9;40;35.9
82215032;79.9;40;47.9
82216032;64.9;40;38.9
82216031;64.9;40;38.9
82216030;69.9;40;41.9
82216029;64.9;40;38.9
82216028;64.9;40;38.9
82216027;74.9;40;44.9
82216024;54.9;40;32.9
82216021;94.9;40;56.9
82216020;54.9;40;32.9
82216019;69.9;40;41.9
82216018;64.9;40;38.9
82216017;59.9;40;35.9
82216015;69.9;40;41.9
82216013;79.9;40;47.9
82216011;54.9;40;32.9
82216009;74.9;40;44.9
82216006;84.9;40;50.9
82216005;54.9;40;32.9
82216004;54.9;40;32.9
82216003;59.9;40;35.9
82216002;79.9;40;47.9
82215012;74.9;40;44.9
82206025;69.9;40;41.9
82206020;69.9;40;41.9
82206017;69.9;40;41.9
82206016;74.9;40;44.9
82206014;74.9;40;44.9
82206013;64.9;40;38.9
82206012;64.9;40;38.9
82206011;79.9;40;47.9
82206010;69.9;40;41.9
82206009;64.9;40;38.9
82206008;54.9;40;32.9
82206007;59.9;40;35.9
82206006;79.9;40;47.9
82206005;89.9;40;53.9
82206004;69.9;40;41.9
82206001;54.9;40;32.9
82216016;59.9;40;35.9
82215031;54.9;40;32.9
82215030;59.9;40;35.9
82215025;64.9;40;38.9
82215022;64.9;40;38.9
82215020;99.9;40;59.9
82215009;79.9;40;47.9
82215003;54.9;40;32.9
82217005;79.9;40;47.9
82217002;119.9;40;71.9
82207003;109.9;40;65.9
82211054;16.9;40;10.1
82213018;99.9;40;59.9
82213020;169.9;40;101.9
82203064;59.9;40;35.9
82203063;99.9;40;59.9
82203049;99.9;40;59.9
82212001;59.9;40;35.9
82213906;89.9;40;53.9
82213041;54.9;40;32.9
82213013;69.9;40;41.9
82212204;74.9;40;44.9
82213907;59.9;40;35.9
82213904;59.9;40;35.9
82213903;69.9;40;41.9
82213902;64.9;40;38.9
82213901;69.9;40;41.9
82213008;84.9;40;50.9
82203910;69.9;40;41.9
82203902;74.9;40;44.9
82203256;59.9;40;35.9
82203204;64.9;40;38.9
82203066;59.9;40;35.9
82203061;69.9;40;41.9
82203056;69.9;40;41.9
82203029;69.9;40;41.9
82193106;59.9;40;35.9
82193071;79.9;40;47.9
5218315;34.9;40;20.9
83213901;69.9;40;41.9
82213042;109.9;40;65.9
82203060;99.9;40;59.9
82203267;84.9;40;50.9
82203218;139.9;40;83.9
82219050;69.9;40;41.9
82219329;79.9;40;47.9
82219019;64.9;40;38.9
82209204;49.9;40;29.9
82209016;59.9;40;35.9
82209004;59.9;40;35.9
82209002;79.9;40;47.9
52209086;79.9;40;47.9
82219229;79.9;40;47.9
82219029;79.9;40;47.9
52209080;74.9;40;44.9
82212004;84.9;40;50.9
82212003;89.9;40;53.9
82218006;54.9;40;32.9
82218004;84.9;40;50.9
82218003;99.9;40;59.9
82208203;84.9;40;50.9
82208013;34.9;40;20.9
82208012;49.9;40;29.9
82208011;29.9;40;17.9
82208010;49.9;40;29.9
82208008;54.9;40;32.9
82208006;44.9;40;26.9
82208001;89.9;40;53.9
82198010;64.9;40;38.9
82218002;84.9;40;50.9
82219027;54.9;40;32.9
83219005;49.9;40;29.9
82219062;54.9;40;32.9
82219056;49.9;40;29.9
82219043;39.9;40;23.9
82219030;54.9;40;32.9
82219022;59.9;40;35.9
82219021;59.9;40;35.9
82219013;49.9;40;29.9
82219012;49.9;40;29.9
82219010;49.9;40;29.9
82219008;64.9;40;38.9
82209231;49.9;40;29.9
82209031;49.9;40;29.9
82209029;39.9;40;23.9
82209028;39.9;40;23.9
