ETE 2021;52210001;CHOUCHOU;CHOUCHOU ;Col florale à volant.--;COL;COTTAGECORE;DAME;JUNIOR RESERVE;;ACCESSOIRE;SPORT;COL;FLORAL;VIDE;COL;POPLINE;ESSENTIEL;CHAINE ET TRAME;;ACCESSOIRE;6191734202984;STD;NUDE/BLEU DENIM;0.000;;0.000
ETE 2021;52210003;CHOUCHOU FEMME;CHOUCHOU;chouchou pour cheveaux--;CHOUCHOU;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;BRODERIE ANGLAISE;VIDE;CHOUCHOU;;;;;ACCESSOIRE;6191734228274;STD;BLANC;0.000;;0.000
ETE 2021;52210003;CHOUCHOU FEMME;CHOUCHOU;chouchou pour cheveaux--;CHOUCHOU;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;BRODERIE ANGLAISE;VIDE;CHOUCHOU;;;;;ACCESSOIRE;6191734228281;STD;CORAIL;0.000;;0.000
ETE 2021;52210003;CHOUCHOU FEMME;CHOUCHOU;chouchou pour cheveaux--;CHOUCHOU;ACCESSOIRE;DAME;JUNIOR;;ACCESSOIRE;SPORT;SANS DETAIL;BRODERIE ANGLAISE;VIDE;CHOUCHOU;;;;;ACCESSOIRE;6191734228298;STD;ABRICOT;0.000;;0.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;4230000746332;XXS;BLANC;23.076;;0.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;6191734205176;XXS;ROSE MASTIC;23.076;;0.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;4230000746349;XS;BLANC;24.900;;0.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;6191734205183;XS;ROSE MASTIC;24.900;;18.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;4230000746356;S;BLANC;24.900;;0.000
ETE 2021;52211001;TSHIRT FEMME;T-SHIRT AVEC IMPRESSION FLORAL;T-shirt overzise avec  impression  floral à demi-manches légèrement-tombantes et à col rond.-;T-SHIRT/TOP;COTTAGECORE;DAME;JUNIOR RESERVE;;HAUT;SPORT;ANIMATION;UNI;VIDE;T-SHIRT;;ANIME;MAILLE;OVER-SIEZE;COLLECTION;6191734205190;S;ROSE MASTIC;24.900;;36.000
