82224001;50.0835%;;;;;;;;;;;;
82229037;50.1433%;;;;;;;;;;;;
82226004;40.0572%;;;;;;;;;;;;
82221014;40.1338%;;;;;;;;;;;;
82229035;40.0501%;;;;;;;;;;;;
82221019;50.1002%;;;;;;;;;;;;
82229023;40.0572%;;;;;;;;;;;;
82221001;50.1433%;;;;;;;;;;;;
82221020;50.0715%;;;;;;;;;;;;
82229014;50.1002%;;;;;;;;;;;;
82221007;40.1606%;;;;;;;;;;;;
82226201;40.0501%;;;;;;;;;;;;
82224002;40.0616%;;;;;;;;;;;;
82221024;50.0715%;;;;;;;;;;;;
82221011;40.0729%;;;;;;;;;;;;
82229027;50.1433%;;;;;;;;;;;;
82229036;50.1253%;;;;;;;;;;;;
82229039;50.1002%;;;;;;;;;;;;
82221031;50.0835%;;;;;;;;;;;;
82229042;40.0668%;;;;;;;;;;;;
82221032;50.1433%;;;;;;;;;;;;
82221039;50.0835%;;;;;;;;;;;;
82224004;50.0455%;;;;;;;;;;;;
82221030;40.1338%;;;;;;;;;;;;
82221022;40.0616%;;;;;;;;;;;;
82229026;50.0589%;;;;;;;;;;;;
82223007;50.0770%;;;;;;;;;;;;
82229201;40.0790%;;;;;;;;;;;;
82226018;50.0715%;;;;;;;;;;;;
82229032;40.0572%;;;;;;;;;;;;
82226023;40.0572%;;;;;;;;;;;;
82229022;40.0891%;;;;;;;;;;;;
82229060;30.0668%;;;;;;;;;;;;
82221065;30.0668%;;;;;;;;;;;;
82222004;40.0616%;;;;;;;;;;;;
82224025;50.0626%;;;;;;;;;;;;
82225006;50.0626%;;;;;;;;;;;;
82229030;40.0581%;;;;;;;;;;;;
82223002;50.0357%;;;;;;;;;;;;
82226011;50.0668%;;;;;;;;;;;;
82223005;50.0417%;;;;;;;;;;;;
82229019;40.0501%;;;;;;;;;;;;
82224008;40.0400%;;;;;;;;;;;;
82226006;40.0534%;;;;;;;;;;;;
82225005;40.0501%;;;;;;;;;;;;
82223226;40.1003%;;;;;;;;;;;;
82225009;40.0572%;;;;;;;;;;;;
82226036;50.0715%;;;;;;;;;;;;
82224014;50.0417%;;;;;;;;;;;;
82225002;40.0501%;;;;;;;;;;;;
82223018;50.0501%;;;;;;;;;;;;
82229048;40.1003%;;;;;;;;;;;;
82224003;50.0417%;;;;;;;;;;;;
82226008;40.0501%;;;;;;;;;;;;
89224002;50.0770%;;;;;;;;;;;;
89225001;50.0501%;;;;;;;;;;;;
89226001;50.0715%;;;;;;;;;;;;
89226002;40.0501%;;;;;;;;;;;;
89221004;40.1146%;;;;;;;;;;;;
89223002;40.0364%;;;;;;;;;;;;
89224001;40.0572%;;;;;;;;;;;;
89225002;40.0729%;;;;;;;;;;;;
89225202;40.0729%;;;;;;;;;;;;
89226004;40.0400%;;;;;;;;;;;;
89229001;40.1146%;;;;;;;;;;;;
89229002;30.0429%;;;;;;;;;;;;
89226002;50.0668%;;;;;;;;;;;;
82221052;40.0802%;;;;;;;;;;;;
82221912;40.0802%;;;;;;;;;;;;
82226050;50.0835%;;;;;;;;;;;;
82228004;50.1253%;;;;;;;;;;;;
82229063;40.0668%;;;;;;;;;;;;
82229232;50.0715%;;;;;;;;;;;;
82223023;50.0715%;;;;;;;;;;;;
82221045;40.0802%;;;;;;;;;;;;
82221058;40.1003%;;;;;;;;;;;;
82221067;30.0752%;;;;;;;;;;;;
82221913;30.0501%;;;;;;;;;;;;
82226042;30.0375%;;;;;;;;;;;;
82228001;40.0802%;;;;;;;;;;;;
82229061;40.0534%;;;;;;;;;;;;
82221092;40.0802%;;;;;;;;;;;;
82228014;40.2685%;;;;;;;;;;;;
82221310;40.0891%;;;;;;;;;;;;
82221919;50.0770%;;;;;;;;;;;;
82226034;50.0715%;;;;;;;;;;;;
82229056;50.0668%;;;;;;;;;;;;
82229229;40.0572%;;;;;;;;;;;;
82221044;30.0601%;;;;;;;;;;;;
82221054;30.0752%;;;;;;;;;;;;
82221056;30.0752%;;;;;;;;;;;;
82229038;40.0891%;;;;;;;;;;;;
82223008;50.0501%;;;;;;;;;;;;
82223012;40.0501%;;;;;;;;;;;;
82223903;40.0534%;;;;;;;;;;;;
82224016;40.0308%;;;;;;;;;;;;
82224019;40.0348%;;;;;;;;;;;;
82224902;40.0572%;;;;;;;;;;;;
82225001;40.0572%;;;;;;;;;;;;
82226022;40.0501%;;;;;;;;;;;;
82226041;50.0715%;;;;;;;;;;;;
82228003;40.0668%;;;;;;;;;;;;
82228006;50.0835%;;;;;;;;;;;;
82223009;30.0214%;;;;;;;;;;;;
82223016;50.0556%;;;;;;;;;;;;
82223904;40.0501%;;;;;;;;;;;;
82224015;40.0364%;;;;;;;;;;;;
82224017;40.0471%;;;;;;;;;;;;
82224901;50.0715%;;;;;;;;;;;;
82225008;40.0501%;;;;;;;;;;;;
82229034;50.0668%;;;;;;;;;;;;
82223011;50.0417%;;;;;;;;;;;;
82224031;50.0715%;;;;;;;;;;;;
82225014;40.0534%;;;;;;;;;;;;
82226028;50.0589%;;;;;;;;;;;;
82226031;40.0534%;;;;;;;;;;;;
82228002;40.1003%;;;;;;;;;;;;
82229049;40.0572%;;;;;;;;;;;;
82221916;50.0715%;;;;;;;;;;;;
82221920;50.0715%;;;;;;;;;;;;
83225001;40.0445%;;;;;;;;;;;;
83225003;40.0572%;;;;;;;;;;;;
83226001;50.0626%;;;;;;;;;;;;
83229003;50.0770%;;;;;;;;;;;;
83229203;40.0891%;;;;;;;;;;;;
82223905;40.0501%;;;;;;;;;;;;
83221002;30.0601%;;;;;;;;;;;;
83229001;40.0802%;;;;;;;;;;;;
82213001;40.0267%;;;;;;;;;;;;
82221068;30.0501%;;;;;;;;;;;;
82221914;40.0616%;;;;;;;;;;;;
82221918;40.0668%;;;;;;;;;;;;
82221921;40.0572%;;;;;;;;;;;;
82221922;50.0715%;;;;;;;;;;;;
82228008;40.0729%;;;;;;;;;;;;
82229064;40.0534%;;;;;;;;;;;;
82229069;50.0626%;;;;;;;;;;;;
82229080;40.0729%;;;;;;;;;;;;
82221053;40.0729%;;;;;;;;;;;;
82221071;50.0911%;;;;;;;;;;;;
82221915;50.1002%;;;;;;;;;;;;
82223233;40.0334%;;;;;;;;;;;;
82224021;40.0729%;;;;;;;;;;;;
82226251;40.0572%;;;;;;;;;;;;
82229043;40.1003%;;;;;;;;;;;;
82229055;40.0534%;;;;;;;;;;;;
82229075;50.0835%;;;;;;;;;;;;
82221911;40.0891%;;;;;;;;;;;;
82223035;40.0471%;;;;;;;;;;;;
82223908;40.0501%;;;;;;;;;;;;
82224020;40.0572%;;;;;;;;;;;;
82225010;40.0572%;;;;;;;;;;;;
82226037;40.0308%;;;;;;;;;;;;
82226045;40.0572%;;;;;;;;;;;;
82226046;40.0668%;;;;;;;;;;;;
82229070;50.0626%;;;;;;;;;;;;
82229071;30.0462%;;;;;;;;;;;;
82221066;40.1606%;;;;;;;;;;;;
82223034;40.0267%;;;;;;;;;;;;
82223039;40.0250%;;;;;;;;;;;;
82224038;40.0471%;;;;;;;;;;;;
82224231;50.0715%;;;;;;;;;;;;
82225015;50.0715%;;;;;;;;;;;;
82226043;50.0715%;;;;;;;;;;;;
82226049;50.0626%;;;;;;;;;;;;
82226053;40.0501%;;;;;;;;;;;;
82226055;40.0501%;;;;;;;;;;;;
82229077;40.0572%;;;;;;;;;;;;
82229084;40.0501%;;;;;;;;;;;;
82229211;40.0572%;;;;;;;;;;;;
82221081;40.0802%;;;;;;;;;;;;
82223047;50.0303%;;;;;;;;;;;;
82225023;40.0616%;;;;;;;;;;;;
82227001;40.0445%;;;;;;;;;;;;
82228009;40.0802%;;;;;;;;;;;;
82229086;40.0668%;;;;;;;;;;;;
82229233;30.0501%;;;;;;;;;;;;
82229274;40.0802%;;;;;;;;;;;;
82225022;40.0616%;;;;;;;;;;;;
82224036;40.0400%;;;;;;;;;;;;
82221082;30.1676%;;;;;;;;;;;;
82223017;40.0286%;;;;;;;;;;;;
82223043;40.0235%;;;;;;;;;;;;
82223044;50.0334%;;;;;;;;;;;;
82223045;40.0445%;;;;;;;;;;;;
82223048;40.0364%;;;;;;;;;;;;
82224045;40.0334%;;;;;;;;;;;;
82225003;40.0534%;;;;;;;;;;;;
82225019;40.0572%;;;;;;;;;;;;
82225020;40.0572%;;;;;;;;;;;;
82226052;40.0534%;;;;;;;;;;;;
82228011;40.0729%;;;;;;;;;;;;
82229081;40.0572%;;;;;;;;;;;;
82229082;40.0668%;;;;;;;;;;;;
82223049;50.0385%;;;;;;;;;;;;
82223052;30.0177%;;;;;;;;;;;;
82223054;50.0770%;;;;;;;;;;;;
82224042;40.0334%;;;;;;;;;;;;
82225021;30.0429%;;;;;;;;;;;;
82226056;50.0556%;;;;;;;;;;;;
82226067;40.0572%;;;;;;;;;;;;
82228012;50.0911%;;;;;;;;;;;;
82229085;40.0572%;;;;;;;;;;;;
82221057;30.1508%;;;;;;;;;;;;
82221060;30.1003%;;;;;;;;;;;;
82221260;30.1003%;;;;;;;;;;;;
82222006;30.0601%;;;;;;;;;;;;
82222007;30.0375%;;;;;;;;;;;;
82223025;30.0752%;;;;;;;;;;;;
82223029;30.0501%;;;;;;;;;;;;
82224022;30.0752%;;;;;;;;;;;;
82224026;30.0752%;;;;;;;;;;;;
82229047;30.0860%;;;;;;;;;;;;
82229054;30.0601%;;;;;;;;;;;;
82221063;30.0860%;;;;;;;;;;;;
82229058;30.0668%;;;;;;;;;;;;
83225004;40.0471%;;;;;;;;;;;;
83225005;30.0401%;;;;;;;;;;;;
83229004;30.0501%;;;;;;;;;;;;
83221005;30.0501%;;;;;;;;;;;;
83221007;30.0601%;;;;;;;;;;;;
83221008;30.0752%;;;;;;;;;;;;
83224004;30.0401%;;;;;;;;;;;;
83224008;40.0471%;;;;;;;;;;;;
83224009;30.0429%;;;;;;;;;;;;
83223004;30.0231%;;;;;;;;;;;;
83223005;30.0353%;;;;;;;;;;;;
82226247;30.0214%;;;;;;;;;;;;
82223257;30.0273%;;;;;;;;;;;;
82229066;30.0501%;;;;;;;;;;;;
82229083;30.0429%;;;;;;;;;;;;
82221069;30.0601%;;;;;;;;;;;;
82221087;30.0668%;;;;;;;;;;;;
82221090;30.0601%;;;;;;;;;;;;
82221286;30.0752%;;;;;;;;;;;;
82224034;40.0572%;;;;;;;;;;;;
82224052;30.0401%;;;;;;;;;;;;
82224055;30.0501%;;;;;;;;;;;;
82224056;40.0616%;;;;;;;;;;;;
82224057;30.0429%;;;;;;;;;;;;
82224058;30.0429%;;;;;;;;;;;;
82221088;30.0429%;;;;;;;;;;;;
82223206;30.0375%;;;;;;;;;;;;
