52229003;20
52229013;20
52221041;20
52221055;20
52221324;20
52224232;20
52221065;20
52221066;20
52221058;20
52224085;20
52229104;20
52221258;20
52225056;20
52225256;20
52225356;20
52229095;20
52221285;20
52221385;20
52226031;20
52229277;20
52229377;20
52211058;20
52221099;20
52223075;20
52229077;20
52229106;20
52223239;20
52229295;20
52229395;20
52223078;20
52223233;20
52224096;20
52224296;20
52223359;20
52223259;20
52229298;20
52223073;20
52223038;20
52224286;20
52224101;20
52229272;20
52223044;20
52224092;20
52224108;20
52224116;20
52224254;20
52224396;20
52224496;20
52224596;20
52224696;20
52226234;20
52226334;20
52226434;20
52226534;20
52226634;20
52229252;20
52224062;22
52224272;22
52224084;23
52227207;23
52224294;23
52224594;23
52226034;23
52229103;23
52224494;23
52229108;24
52229107;24
52223222;24
52221002;30
52221006;30
52221008;30
52221014;30
52221206;30
52229027;30
52229227;30
52229015;30
52222002;30
52223002;30
52226002;30
52226009;30
52229009;30
82224053;30
82226072;30
52221003;30
52221022;30
52229007;30
52229008;30
52226007;30
52225001;30
52225002;30
52229240;30
52221021;30
52221038;30
52221039;30
52221040;30
52221046;30
52221056;30
52223006;30
52224039;30
52229026;30
52229044;30
52221049;30
52221063;30
52224032;30
52224051;30
52225013;30
53224001;30
53224004;30
52223045;30
52223047;30
52223058;30
52223245;30
52223447;30
52223005;30
52223009;30
52224040;30
52224340;30
52226015;30
52229230;30
52224052;30
52229020;30
52229048;30
52226024;30
52229018;30
52221023;30
52221043;30
52221053;30
52225028;30
52223020;30
52229039;30
52229040;30
52223026;30
52221051;30
52221052;30
52221061;30
52224050;30
52225022;30
52225023;30
52221070;30
52221057;30
52221073;30
52224068;30
52221064;30
52223023;30
52223033;30
52224054;30
52224059;30
52225037;30
52225042;30
52221076;30
52221077;30
52221082;30
52223039;30
52224053;30
52224082;30
52226032;30
52226232;30
52228007;30
52221060;30
52221084;30
52223024;30
52224065;30
52225041;30
52225043;30
52229057;30
59223002;30
52221283;30
52224073;30
52229074;30
52225031;30
52226029;30
52221068;30
52223034;30
52223059;30
52224035;30
52224069;30
52229069;30
52224079;30
52227008;30
52229071;30
52223226;30
52224105;30
52223049;30
52223061;30
52223249;30
22226001;30
52221011;30
52221032;30
52224023;30
52229010;30
52224094;30
52229260;30
52223357;30
52223257;30
52221087;30
52224282;30
52229102;30
52229244;30
52229001;34
52225008;34
52229032;34
52229034;34
53224002;34
52229025;34
52226020;34
52229092;34
52229060;34
52226220;34
52229066;34
52229477;34
52225059;34
52229023;34
52229029;34
52223076;34
52225259;34
52221005;40
52221031;40
52224010;40
52226004;40
52223004;40
52224006;40
52229012;40
82226070;40
52221004;40
52221007;40
52221009;40
52224210;40
52226014;40
52221018;40
52225004;40
52225006;40
52225005;40
52225221;40
52229043;40
53225001;40
53225003;40
53229002;40
52223054;40
52223057;40
52223254;40
52223354;40
52223454;40
52223654;40
52223052;40
52223208;40
52223252;40
52223552;40
52224240;40
52224322;40
52224440;40
82224037;40
52222005;40
52224049;40
52224057;40
52224249;40
52225026;40
52226022;40
52229051;40
52225027;40
52225227;40
52226224;40
52227001;40
52229050;40
52229250;40
52228001;40
52225044;40
52229038;40
82223055;40
82229089;40
52225029;40
52221054;40
52223021;40
52229059;40
52223031;40
52224086;40
52225038;40
52225040;40
52225048;40
52227005;40
52229068;40
52221069;40
52221095;40
52224071;40
52225039;40
52228011;40
52229248;40
52221071;40
52223022;40
52224077;40
52225202;40
52229065;40
59229003;40
59229005;40
52223041;40
52223060;40
52223241;40
52224070;40
52224075;40
52224097;40
52224275;40
52225053;40
52226028;40
52229094;40
52229294;40
52226027;40
52229070;40
52221090;40
52221290;40
52224078;40
52226036;40
52223069;40
52223269;40
52223063;40
52223068;40
52229097;40
52221026;40
52224043;40
52229021;40
52223072;40
52223272;40
82222006;40
82224026;40
52224009;42
52224074;42
52229016;43
82226073;43
82229093;43
52226006;43
52226206;43
52226001;43
52229011;43
52223013;43
52226016;43
82229092;43
52229055;43
52229046;43
52226019;43
52222009;43
59229001;43
52223036;43
52223001;50
52224003;50
52226008;50
82224054;50
82225024;50
52215274;50
52224005;50
52224007;50
52223019;50
52223029;50
52225010;50
52225021;50
52226018;50
82226269;50
53221001;50
53221204;50
53225002;50
53229001;50
53229004;50
52221048;50
52221050;50
52225034;50
52228005;50
52222007;50
52223016;50
52225017;50
52229037;50
52221062;50
52223011;50
52223030;50
52224026;50
52229058;50
52224038;50
52224042;50
52225018;50
52221067;50
52223025;50
52223028;50
52229062;50
52229093;50
52223017;50
52223027;50
52224046;50
52229035;50
52224061;50
52225049;50
52225054;50
52226025;50
52221091;50
52224104;50
52223035;50
52224060;50
59221001;50
59221003;50
59223001;50
59226001;50
59229002;50
52221092;50
52221098;50
52221292;50
52228012;50
52229083;50
52212013;50
52221025;50
52215074;50
82221057;50
82221060;50
82221260;50
82222007;50
82223025;50
82223029;50
82224022;50
82229047;50
82229054;50
82221063;50
82229058;50
52224008;60
52224013;60
52226005;60
52221012;60
52225012;60
52221030;60
52225011;60
53221005;60
52221230;60
52224044;60
52221028;60
52225045;60
52229063;60
52226013;60
52229033;60
59221004;60
52226010;63
52225014;63
