id,Title,Content,Excerpt,Date,"Image Featured","Image Title","Image Alt Text",Catégories,Étiquettes,"Reference Families",Services,clientName,urlWebSite,slide_template,WebSiteType,createdDate,gallery,youtube,taches_bd,taches
1539,"Création d'un site web pour : Aet Export","<strong>Création d'un site web vitrine pour</strong> AET EXPORT.<br>
AET EXPORT est un partenaire de la multinationale Intertek, a été fondé en 2002.<br>
Spécialiste dans le contrôle qualité depuis l'année 2000, le cabinet a ensuite étendu ses domaines de compétences pour devenir un acteur de référence dans l’audit social et environnemental.","Le développement d'un site web vitrine pour la société AET EXPORT, un cabinet de contrôle qualité depuis le début des années 2000 en Tunisie.",2020-03-28,http://hypermedia.com.tn/wp-content/uploads/2020/03/AET-export-min.jpg,AET-export-min,,,,"Site web","Site Web",http://aet-export.tn/wp-content/uploads/2015/05/Logo_AET_Export1.jpg,www.aet-export.tn,default,"Site web vitrine",2020,,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>",
1541,"Réalisation d'un site web pour : Le Méditerranée","<strong>Création d'un site web vtirne pour</strong>restaurant LE MÉDITERRANÉE.<br>
Le développement d'un site web pour Le Méditerranée, restaurant situé dans la Marina Sousse et qui vous accueille dans un cadre unique.","Le développement d'un site web pour Le Méditerranée, restaurant situé dans la Marina Sousse et qui vous accueille dans un cadre unique.",2020-03-28,http://hypermedia.com.tn/wp-content/uploads/2020/03/le-mediterranee-min.jpg,le-mediterranee-min,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2020/03/restaurant-le-mediterrannee.png,www.lemediterranee.com.tn,default,"Site web vitrine",2017,,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",
1546,"Création d'un site web pour : SIMEM","<strong>Création d'un site web catalogue pour</strong> SIMEM.<br>
SIMEM est une société tunisienne spécialisée dans la fabrication et la distribution des luminaires en Tunisie.","Le développement d'un site web catalogue pour la société SIMEM, société tunisienne spécialisée dans la fabrication et la distribution des luminaires en Tunisie.",2020-03-28,http://hypermedia.com.tn/wp-content/uploads/2020/03/Simem-min.jpg,Simem-min,,,,"Site web","Site Web",https://simem.com.tn/wp-content/uploads/2018/05/new-logo.png,www.simem.com.tn,default,"Site web catalogue",2016,,,"<div class=""row"">
  <div class=""col-md-12"">
    <h3 class=""titre_single_"">
    Les taches <span>effectuées</span>
    </h3>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-lightbulb""></span>
    </div>
    <p>Conseil et stratégie digitale</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-startup""></span>
    </div>
    <p>Référencement (SEO)</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-smartphone1""></span>
    </div>
    <p>Full responsive design</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-pen""></span>
    </div>
    <p>Conception graphique et ergonomique</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-e-learning""></span>
    </div>
    <p>Intégration E-catalogue</p>
  </div>
  <div class=""col-md-4 project_service"">
    <div class=""iconhy text-center"">
      <span class=""hyperfont-website""></span>
    </div>
    <p>Intégration CMS</p>
  </div>
",
1554,"3éme festival de l'olivier ""Huile Gargouri""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/huilegargouri.jpg,huilegargouri|pep-amen|cis|alawla|bocus_or|maximen|iceberg|veranature|tandoor,||||||||,,,Audiovisuelle,"Design Graphique",,,default,,,,https://www.youtube.com/watch?v=OL3L9ATUN3o&t=26s,,
1564,"Vidéo de présentation des produits ""Vernature""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/veranature.jpg,veranature,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=tEKFRQDzDQw,,
1565,"Vidéo de démonstration des produits ""Iceberg""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/iceberg.jpg,iceberg,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=q8jmk6Gn7PQ&t=46s,,
1566,"Vidéo de présentation de la collection ""Maximen"" 2020",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/maximen.jpg,maximen,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=L2aeH0GyUrg,,
1567,"Trailer Bocuse d'or 2019 - Team Tunisia",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/bocus_or.jpg,bocus_or,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=ZsJqBSaLHRI,,
1568,"Présentation du Concept ""Alawla""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/alawla.jpg,alawla,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=gvQH7IVoOCg&t=48s,,
1569,"Vidéo de présentation de la société ""CIS Confection""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/cis.jpg,cis,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=sqlsKbu3A-w&t=172s,,
1570,"Vidéo de présentation de la papinère ""El Amen""",,,2020-03-29,http://hypermedia.com.tn/wp-content/uploads/2020/03/pep-amen.jpg,pep-amen,,,,Audiovisuelle,Audiovisuelle,,,default,,,,https://www.youtube.com/watch?v=scKCJL4kvVI&t=22s,,
1671,Ceylan,,"<li>Conception graphique</li>
<li>Sponsorisation</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/ceylan.jpg,ceylan,,,,"Community Management",,,https://www.facebook.com/ceylan.tn/,default,,,,,,
1675,"Chaker jeux",,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/chaker-jeux.jpg,chaker-jeux,,,,"Community Management",,,https://www.facebook.com/Chakerjeux.Tunisia/,default,,,,,,
1678,"Golden Cars",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/golden-cars.jpg,golden-cars,,,,"Community Management",,,https://www.facebook.com/goldencars.tn/,default,,,,,,
1679,Hypergroup,,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/Hyper-group.jpg,Hyper-group,,,,"Community Management",,,https://www.facebook.com/Hypergroup.tunisie/,default,,,,,,
1681,Odora,,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/Odora.jpg,'dora,,,,"Community Management",,,https://www.facebook.com/odora.sfax/,default,,,,,,
1682,"Ok distribution",,"<li>Conception graphique</li>
<li>Sponsorisation</li>
<li>Vidéo promotionnel</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/ok-dis.jpg,ok-dis,,,,"Community Management",,,https://www.facebook.com/NaelCommerce/,default,,,,,,
1683,"Pépinière El Amen",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/pépiniére-elaman-1.jpg,pépiniére-elaman-1,,,,"Community Management",,,https://www.facebook.com/pepiniere.tunisie/,default,,,,,,
1684,"Schooling Tej",,"<li>Conception graphique</li>
<li>Sponsorisation</li>",2020-04-01,http://hypermedia.com.tn/wp-content/uploads/2020/04/schooling-tej.jpg,schooling-tej,,,,"Community Management",,,https://www.facebook.com/SchoolingTej/,default,,,,,,
1949,"Création d'un site web Vitrine pour la société EBA","<strong>Création d'un site web vitrine</strong> pour la société EBA.<br>
EBA est une société Tunisienne spécialisée dans la conception et la fabrication métallique de haute précision et les produits finis assemblés, travaillant avec des tôles, profiler et des tubes en diffèrent matériau. ","Création d'un site web vitrinepour la société EBA.<br>
EBA est une société Tunisienne spécialisée dans la conception et la fabrication métallique de haute précision.",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/eba-mockup.jpg,eba-mockup,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/logo_eba.png,eba.com.tn,,Vitrine,2020,,,,
1958,"Création site web catalogue pour la société Greenway","<strong>Création site web catalogue pour la société Greenway.</strong><br>
Greenway trading Company est une société Tunisienne totalement exportatrice qui offre à ses clients en Europe et en Asie une variété de produits agroalimentaire, des fruits et légumes frais et des produits maritimes ","Création site web catalogue pour la société Greenway<br>
Greenway trading Company est une société qui offre à ses clients en Europe et en Asie une variété de produits agroalimentaire",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/greenway-mockup.jpg,greenway-mockup,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/logo.png,greenway-tn.com,,"Catalogue ",2020,,,,
1960,"Site E-commerce Kastello","<strong>Création site web E-commerce pour la société Kastello.</strong><br>
Kastello est une site web de vente en ligne des vêtements et des accessoires 100% pour femmes.","Kastello est un marque tunisienne de mode Fast Fashion dédiée exclusivement pour la femme.",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/kastelo-mockup.jpg,kastelo-mockup,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/kastelo_big.png,kastelo.com.tn,,E-commerce,2020,,,,
1963,"Création site web entreprise pour Société Avenir Services","<strong>Création site web pour l'entreprise Société Avenir Services<strong><br>
Société Avenir Services spécialisée dans la conception et la fabrication de menuiserie en aluminium pour l'habitat et l'industrie. ","Société Avenir Services spécialisée dans la conception et la fabrication de menuiserie en aluminium pour l'habitat et l'industrie. ",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-avenir.jpg,mockup-avenir,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-small.png,www.avenir-services-aluminium.com,,Vitrine,2020,,,,
1965,"Création site vitrine pour ODORA","<p class=""title_project""><strong>Création d'un site web vitrine</strong> pour ODORA</p>
ODORA vous offre une large panoplie d’articles métissant l’authentique de notre pâtisserie Tunisienne avec le moderne.","Création d'un site web vitrine pour ODORA<br>
ODORA vous offre une large panoplie d’articles métissant l’authentique de notre pâtisserie Tunisienne avec le moderne.",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-odora.jpg,mockup-odora,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/odora-logo.png,odora.tn,,Vitrine,2020,,,,
1967,"Création site web catalogue pour Socyp sanitaire","<p class=""title_project""><strong>Création d'un site web catalogue</strong> pour Socyp sanitaire</p>
Socyp sanitaire est une société experte en fabrication, assemblage et distribution des raccords en PVC et des accessoires sanitaires en Tunisie et en Afrique.","Création d'un site web catalogue</strong> pour Socyp sanitaire<br>
Socyp sanitaire est une société experte en fabrication, assemblage et distribution des raccords en PVC  et des accessoires sanitaires",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/mockup-socyp.jpg,mockup-socyp,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-Socyp.png,socypsanitaire.com,,"Catalogue ",,,,,
1969,"Création site web pour STI Industries","<p class=""title_project""><strong>Création d'un site web vitrine</strong> pour STI Industries</p>
STI Industries est société spécialisée dans la ventilation et climatisation industrielle, le captage de poussières industrielles et le transport pneumatique.","Création d'un site web vitrine pour STI Industries<br>
STI Industries est société spécialisée dans la ventilation et climatisation industrielle",2021-03-15,http://hypermedia.com.tn/wp-content/uploads/2021/03/sti-mockup.jpg,sti-mockup,,,,"Site web","Site Web",http://hypermedia.com.tn/wp-content/uploads/2021/03/logo-sti.png,sti-industrie.com,,Vitrine,2020,,,,
